question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Will Trump send the national guard to Boston by December 31?,Yes,No,0.03999999999999998,4,1.18,1.18,1.17,1.19,78.06,0.02,50,0.0,0.0,0.0,0.0,6.48,35.79,35.79,0.14,0.18,0.16,4.5,0.01,False,will-trump-send-the-national-guard-to-boston-by-december-31-978,94056874800801186764955630680940248787142678195213932671414643508439148317466,105828796378882192158062719487820682902344650988351811932773625083120583234245,0xcd3b2c5a0afb6d720588ab316c00b370e396b6a30b151e4020b6c0c0daae8f64
John Brennan federally charged by October 31?,Yes,No,0.03999999999999998,5,1.18,1.18,1.22,1.14,25.44,0.05,200,0.0,0.0,0.0,0.0,2.22,8.92,14.3,0.2,0.24,0.22,3.5,0.01,False,john-bolton-federally-charged-by-october-31-956,77047169441587356869248670101279582585778760141882806913751015244508834389890,24858052580176214415954584746164465666243182819503998896493392609573227163021,0x3edb1f7ee9109a47bb3732329da9319eb13517d8be315f3aaa72f976a0a9d972
"Will Trump say ""Marxism"" in October?",Yes,No,0.04999999999999999,5,1.17,1.17,1.13,1.22,32.28,0.04,20,0.0,0.0,4.81,3.4,11.24,10.52,10.52,0.28,0.33,0.3,5.5,0.01,False,will-trump-say-marxism-in-october,19603203512632543293567329056243015884383030690835331718478254763335468099267,98653805152417969986613524068886288798582938176095587735341583658795224610,0xeeb3342aa163b75a423619149045a866afab7240eeac5d10ee02d66adf4216f8
Will Trump’s approval rating be between 42.5% and 42.9% on October 10?,Yes,No,0.01999999999999999,5,1.17,1.17,1.19,1.16,56.629999999999995,0.02,50,0.0,16.82,11.94,8.46,8.91,23.86,23.86,0.14,0.16,0.15,4.5,0.01,True,will-trumps-approval-rating-be-between-42pt5-and-42pt9-on-october-10,19330841245185866741705185199583902594661021883806579976717687999101459632464,46276684501764520091281545252385240781402543814775006842844798424268161030217,0xd0de27f2f8993b58ffcaf752414356de542052560e973a4d9b7bfbbba1273a5e
Will Z.ai have the second best AI model on October 31?,Yes,No,0.030000000000000027,5,1.17,1.18,0.98,1.39,52.07,0.02,20,0.0,0.0,0.0,0.0,0.0,29.72,21.26,0.3,0.33,0.32,3.5,0.01,True,will-zai-have-the-second-best-ai-model-on-october-31,6392374065902398686741928891964998429699355509687414801171195618312136982882,72981885852814085942871349711975956793514923423114320815249470915146437879963,0x52843a1e1e2115fd9a51c3d2c033bd0c8d9710667976a0ffc8dbad89fd0377e5
Will the New York Yankees lose the World Series?,Yes,No,0.06,3,1.17,1.17,1.14,1.2,262.8,0.0,100,182.8,163.28,146.36,108.21,114.72,74.04,74.04,0.05,0.11,0.08,3.5,0.01,True,will-the-new-york-yankees-lose-the-world-series,58776591346574014753962049266227611030595855269047768262854029303868033003122,105626083614048537855908216442854816477705554823998068050292084095801771078424,0xa2791a4a2405d56998e46e23f6235af658a139896f9ed7c58e527d1fd03acd97
Will Felix Protocol launch a token in 2025?,Yes,No,0.020000000000000018,5,1.16,1.16,1.05,1.28,32.15,0.04,50,10.7,6.18,4.37,3.09,2.67,9.03,22.28,0.31,0.33,0.32,3.5,0.01,False,will-felix-protocol-launch-a-token-in-2025,267392141875876246260602228989614860769514463114200624856353815197096813235,72250920436730495879097453605301408161520796877109567204823435178146270216131,0x4b0e805bf2e0d6e2af8578f52f9e61449f949e08c53d9aa16eeb154a04caf2d2
Will the Chicago Cubs lose the World Series?,Yes,No,0.060000000000000005,3,1.16,1.16,1.13,1.2,232.95,0.0,100,73.8,46.77,123.35,88.45,76.11,78.42,78.42,0.04,0.1,0.07,3.5,0.01,True,will-the-chicago-cubs-lose-the-world-series,26184253265455806026295569091583574825447288249083182366275661026764612345028,77881209164307395843473309171980516339896521118096293441937209032356338097999,0xe71c2241270be1937ce955a9b6189d6e696924636cf2ee116b3bf98470945697
Will annual inflation increase by 3.0% in September?,Yes,No,0.020000000000000018,10,1.16,1.2,0.89,1.51,10.82,0.11,50,0.0,0.0,2.57,1.83,1.81,4.67,5.5,0.37,0.39,0.38,3.5,0.01,True,will-annual-inflation-increase-by-3pt0-in-september-716,2449399617916518755567019362770113894342348527591317624414064952876450975466,10764038571743358406864718174045753447668589210619645441584487501193969348829,0x7a8808061765dafbc64c84872298121659a7835b4ba720dd8517d8b8eaceccd5
Will the New York Yankees be eliminated in the League Championship Series?,Yes,No,0.060000000000000005,3,1.16,1.16,1.13,1.2,249.79,0.0,100,148.36,209.41,172.21,161.92,127.05,61.37,61.37,0.04,0.1,0.07,3.5,0.01,True,will-the-new-york-yankees-be-eliminated-in-the-league-championship-series,84404166125682136708101197499217555334025090760096992681052119370212180125537,26618189497786314082720476777959654373391187079351095421689276247488682260449,0xf6def6c181a16d6431315f368e0f717b748c8b4f698b776fadb3fb0a06058837
Will Rabby launch a token in 2025?,Yes,No,0.02999999999999997,5,1.16,1.16,1.29,1.04,25.080000000000002,0.05,50,11.68,9.51,6.91,4.96,5.79,10.06,14.44,0.39,0.42,0.38,3.5,0.01,False,will-rabby-launch-a-token-in-2025,27045254626277831989318214165538363185535854845317877770250127834396795007974,57882302092592126782691578581802673304607265001996915752559617540233901028646,0x9dcab596b497bb6d0886ecad3063460887077f77029b3522d8f18684479f7488
Will Frankenstein win Best Costume Design at the 98th Academy Awards?,Yes,No,0.03,5,1.16,1.16,1.16,1.17,31.22,0.04,50,0.0,0.0,0.0,0.0,0.0,15.61,15.61,0.23,0.26,0.24,4.5,0.01,True,will-frankenstein-win-best-costume-design-at-the-98th-academy-awards,94235206725638004435521288935127321522857776396521937922634976647313998892484,27643431546680855679789625370218065863059031034570354610668275237893764523490,0xaf811fcf5edc733781bee6125756d3e1f02d04f2824b89ab7fa4f4ce30f998b5
Will Microsoft be the second most valuable company on October 31?,Yes,No,0.019999999999999907,7,1.15,1.16,1.01,1.3,27.42,0.04,100,0.0,0.0,2.51,1.8,1.28,13.07,13.07,0.55,0.57,0.56,4.5,0.01,True,will-microsoft-be-the-second-most-valuable-company-on-october-31-119,46727950754573590060652781613791139025255802105898237047106040463276243155251,109075850046412409000377221453618920246316155803305846407578806355771240444967,0xb3e508c21332268a70f98f10020c72e66ae951420fc64c28707111447cc7740d
Will Trump endorse Ken Paxton for TX-Sen by Nov 2 2026 ET?,Yes,No,0.99,3,1.15,1.19,1.5,0.88,17.94,0.06,20,0.0,0.0,0.0,0.0,0.0,7.98,12.95,0.0,0.99,0.5,4.5,0.01,False,will-trump-endorse-ken-paxton-for-tx-sen-by-nov-2-2026-et,42727291944160720338673894242995707537338205213244876362644541975364071559864,21980908973776062986233298427834244010199064264337740356970076257763794675305,0x6fb1af1cc7caa3b4479fa9a22ba149499795e99f39f807a5272cdbf89acba3b6
Will Zootopia 2 be the second highest grossing movie of 2025?,Yes,No,0.06,3,1.15,1.15,1.13,1.17,72.56,0.02,100,40.96,52.49,37.13,26.88,36.14,21.16,18.36,0.13,0.19,0.16,3.5,0.01,True,will-zootopia-2-be-the-second-highest-grossing-movie-of-2025,51308918798353567913287901652226786714290184282017439808664013401806665508366,105049416434528471923630023295015346279087599224221863813332876520191515337750,0x4ad96368acf470feced777fb8eca2433fb50e425c4d0ebd7ca2971085dad8af8
Will 'The Life of a Showgirl (feat. Sabrina Carpenter)' be the most streamed song on 'The Life of a Showgirl' on Oct 10th?,Yes,No,0.007,10,1.15,1.42,2.24,0.59,,nan,50,0.0,0.0,0.0,0.0,,,,0.003,0.01,0.01,4.5,0.001,True,will-the-life-of-a-showgirl-feat-sabrina-carpenter-be-the-most-streamed-song-on-the-life-of-a-showgirl-on-oct-10th,61705484025965948880065364271646996448967146081164861556809988647898021174513,19190818850412607470504277148962648428961971331197897269637668109281012076808,0x3dc14b8ba7f12a78c5196471257cf988c910d26d20e1edc145128b0cd674e969
Will Andrew Cuomo win the 2025 NYC mayoral election?,Yes,No,0.0030000000000000027,200,1.14,1.37,2.13,0.61,44.43,0.03,200,16.87,14.88,14.88,11.75,15.27,14.1,12.44,0.133,0.136,0.13,3.5,0.001,True,will-andrew-cuomo-win-the-2025-nyc-mayoral-election,72685162394098505217895638060393901041260225434938300730127268362092284806692,104468181147316868388088006861839293041095272602974154655578369735976654024471,0xc40cbb2d7f5d2c43c624bd5b1d0b18cd3d0682b3937363ec7c1ad1d13bee107e
Will Google have the second best AI model on October 31?,Yes,No,0.01999999999999999,5,1.14,1.14,1.12,1.17,33.64,0.03,20,0.0,0.0,0.0,0.0,5.32,15.7,19.16,0.19,0.21,0.2,3.5,0.01,True,will-google-have-the-second-best-ai-model-on-october-31,6236729945586444034203731070124789756147748213147147626988077273865728597795,57471987204591907149082569552151176676688201772067921028058476505180794807083,0xd2dced72068209cf8842bc8ddb17a46cf7ee8b3b7de18df64c6e131373167258
Will Russia capture Yampil' by October 31?,Yes,No,0.03,5,1.13,1.14,1.11,1.16,39.48,0.03,200,0.0,0.0,0.0,0.0,0.0,19.74,19.74,0.1,0.13,0.12,3.5,0.01,False,will-russia-capture-yampil-by-october-31,48293273504131281445898389546937838244014078314584751913937850033228957871292,47208826965546653566860449321939278717993414909412240455781413088191719873984,0xa213729f8d884142499847f751e097828142fddb406c7d35f0d2ab193c09f79a
Taylor Swift pregnant before marriage?,Yes,No,0.010000000000000009,15,1.13,1.16,1.46,0.87,60.72,0.02,200,0.0,0.0,0.0,0.0,2.61,30.4,21.0,0.26,0.27,0.26,4.5,0.01,False,taylor-swift-pregnant-before-marriage,332462812953361158016354695716232633373752944798478737086328444144960550554,95178020761422271081901024182012949958678400416842257242483644267309564096726,0xfcde7eec764a4e3dd2c43e92efec3cd23d8df64cceff357914a31d2c7820a6ea
Megaquake by December 31?,Yes,No,0.03,5,1.13,1.16,0.9,1.43,27.75,0.04,100,23.99,14.56,11.38,8.14,5.79,10.98,10.98,0.17,0.2,0.18,3.5,0.01,False,megaquake-by-december-31,70173651533867133813037778810002894047944029658657013054789389758024394038176,43577760886052680570334039145361508464602899119356427453668205933543171672461,0x1873b08bfae016f830af95e2f04c4f5ce86e2e7e5a8711c2bb0f312b00fa3478
Will OpenAI have the second best AI model on October 31?,Yes,No,0.009999999999999995,5,1.13,1.14,0.96,1.33,38.519999999999996,0.03,20,0.0,0.0,0.0,0.0,0.0,21.75,16.9,0.05,0.06,0.06,3.5,0.01,True,will-openai-have-the-second-best-ai-model-on-october-31,30839721756063741075427932381569539530740173177811748083634863572302192974512,27305912493518196495315314761097821661313316429133276041209690926215778179931,0xaae30ef74d4f9126b505d8f7447736288c1acb02613bc5afc8d6a9656720b86a
Will MegaETH perform an airdrop by December 31?,Yes,No,0.020000000000000018,5,1.12,1.12,1.25,1.0,70.43,0.02,50,0.0,0.0,10.31,19.6,40.36,16.59,9.82,0.29,0.31,0.3,3.5,0.01,False,will-megaeth-perform-an-airdrop-by-december-31,72437090832830943034376069152347722505120957042813162858441216265566569756315,93177922118262528317279952036647913449198232566420622307579685644129069923814,0xe7ea46ccb3ad14ee6c67cbcfde86b97347387c18a638c428db427a3178060348
No change in Fed interest rates after December 2025 meeting?,Yes,No,0.009999999999999981,20,1.12,1.42,0.55,2.3,13.639999999999999,0.08,200,0.0,0.0,0.0,3.44,3.46,5.33,5.27,0.2,0.21,0.2,3.5,0.01,True,no-change-in-fed-interest-rates-after-december-2025-meeting,80746058984644290629624903019922696017323803605256698757445938534814122585786,85970682092909806158465981896969493051954703765750954325716965011253694472992,0x58f4542341fcc66a2197877b7487ebe901b689ec42bcdbb0a070f5536d91459e
Will Citigroup (C) beat quarterly earnings?,Yes,No,0.019999999999999907,10,1.12,1.12,1.0,1.25,13.8,0.08,200,0.0,0.0,2.14,1.52,3.46,2.29,8.05,0.8,0.82,0.81,3.5,0.01,False,c-quarterly-earnings-gaap-eps-2025-10-14-1pt90,87891854912791817801789653331868164961282387037158328103224881970551475314887,11715627545555345367701326428297368829051348769788631340201587491827281053527,0x84a695aa8e816e99fe1c400b0fceed1c2ec2fc16ac0a674cf8b048e58f11dcff
Will Trump send the national guard to Detroit by December 31?,Yes,No,0.04000000000000001,4,1.12,1.12,1.17,1.08,85.51,0.01,50,0.0,0.0,6.0,4.27,3.03,41.24,41.24,0.15,0.19,0.17,4.5,0.01,False,will-trump-send-the-national-guard-to-detroit-by-december-31-545,63605151331435579755735787150756054852357304270063136633699141460480636742021,59147845384742497423572889891337311588681282862578738613383822787749835328071,0x1a22fdee8c6ae07d69c8a5ef1736207fde34128421326b18383d8ed1a6192cc1
Will Ariana Grande be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.07000000000000006,3,1.12,1.12,1.15,1.1,16.13,0.07,50,0.0,0.0,0.0,0.0,0.95,7.59,7.59,0.71,0.78,0.74,4.5,0.01,False,will-ariana-grande-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,18792193210031075674192360583436845524168917846849101256171763589651097460581,19590103065898273513166152328106417945096487318911913401857753273195334263606,0xa51024a8fc7a4d7dfcce9e1266b853dde26cb319dc35bd132b57cd5b29388f43
Will Trump meet with Putin by October 31?,Yes,No,0.01999999999999999,10,1.12,1.22,0.74,1.7,70.39,0.02,100,0.0,10.24,24.34,39.74,29.21,23.21,24.27,0.13,0.15,0.14,3.5,0.01,False,will-trump-meet-with-putin-by-october-31,85591360014553901122639944470433955734619827824747060905139752605613055473491,88198021860808548620558998729360449224873163807068091203949136865443676451523,0x480bddaf1d050a3adb9a9f1e0e42f770f133906ee428850a127944c31f2c7022
Will Wicked: For Good win Best Makeup and Hairstyling at the 98th Academy Awards?,Yes,No,0.009999999999999981,5,1.12,1.12,1.02,1.22,44.94,0.02,50,0.0,0.0,0.0,0.0,0.0,22.47,22.47,0.23,0.24,0.24,4.5,0.01,True,will-wicked-for-good-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,1312286011415323534087345826611103221665313235014994392527163783567309897752,60412400887492816985929777170019537902295156267861471071672848897066302870348,0x4431feb3bb1fc7a3dd5370b237d98dff5813e081e1d00d9d50451377fa54cfb7
US bank failure by October 31?,Yes,No,0.020000000000000004,5,1.11,1.12,1.02,1.21,72.84,0.02,100,0.0,0.0,0.0,0.0,4.77,32.88,35.19,0.09,0.11,0.1,3.5,0.01,False,us-bank-failure-by-october-31,19348427356981104118587292224503801170884904356125014994264114541412117802806,25742796793246384206935635029564320635091014872522180277064950620067808229658,0x58a9a52502a6ab503267711cad171f5a82d295ecf01c1d17b87d67932b049931
Will Israel strike 3 countries in October 2025?,Yes,No,0.02999999999999997,5,1.11,1.11,1.1,1.12,34.51,0.03,100,15.71,9.53,6.83,4.86,5.47,14.52,14.52,0.27,0.3,0.28,4.5,0.01,True,will-israel-strike-3-countries-in-october-2025,108940152061613246822128222417478267770080490959583489857085980566548800843329,40823044195485341734296923517316776183667420439340421627569530978483641088590,0xbd6c9dcbbf279ec16536724b73336b1b9f27e78f0034e872261c590a01110bf0
Cap on gambling loss deductions repealed in 2025?,Yes,No,0.01999999999999999,5,1.11,1.12,0.98,1.26,14.810000000000002,0.07,200,0.0,0.0,0.0,4.55,4.58,5.86,5.17,0.14,0.16,0.15,3.5,0.01,False,will-the-cap-on-gambling-loss-deductions-be-repealed-in-2025,7659113957645435331793395348651019347992140060112549913674526827882486277159,18040010904167376339496812068017422806475068519215905180119682388342307100503,0x7ddbf4c4ff0b3fdfe7e3230a4607d0485f3b12082f99f9ab1e7c48b8c8e729b1
Will Russia capture Myrnohard by December 31?,Yes,No,0.009999999999999953,5,1.11,1.14,0.88,1.41,6.88,0.16,100,0.0,4.96,3.51,2.48,1.75,2.5,4.24,0.4,0.41,0.4,4.5,0.01,False,will-russia-capture-myrnohard-by-december-31,35857656445535677338843466086529596270195685015900614340860700334074317017139,13972099007093945639289066975118952446928598912948776998483907198659692541222,0x5b627c7b2f82ea92dfb69650a87724664ad771d33ff838c11907efa71c5a4d61
Will UEFA ban or suspend Israel by October 31?,Yes,No,0.019999999999999997,5,1.1,1.11,0.94,1.28,89.03999999999999,0.01,100,0.0,30.84,22.1,15.73,23.22,33.18,32.64,0.04,0.06,0.05,3.5,0.01,False,will-uefa-ban-or-suspend-israel,27822264316551402762908131778291354649490875982158366698736106968870326390522,81153281606875521806789473554641787675738757595412297629461607110628594488416,0xcd28d79d6a97d2208f7c0f732537204cdfb6c57eb2d3c8c461e7477ba76b6ee5
Will Israel strike 4 countries in October 2025?,Yes,No,0.009999999999999995,5,1.1,1.1,1.05,1.16,81.53999999999999,0.01,100,0.0,0.0,0.0,0.0,20.28,30.63,30.63,0.05,0.06,0.06,4.5,0.01,True,will-israel-strike-4-countries-in-october-2025,50216437121281850556689891382291059180855851272279421431946858051446760633550,33052415192584990444469807116996834488478670260090225368791071570137537905536,0xcf73368a14c53f85ea202119653a921c2d64b6d2bb5be786bc33c303ab893fd2
Will Israel annex any territory by December 31?,Yes,No,0.03,5,1.09,1.09,1.04,1.14,22.049999999999997,0.05,100,0.0,0.0,0.0,0.0,0.0,7.18,12.6,0.12,0.15,0.14,3.5,0.01,False,will-israel-annex-any-territory-by-december-31,15392404587993691805462710353059100845405341810586663159649903272350144409507,7271921038292423789933467251946782903803237847549182648376416743684685613090,0x2df955419b2d5f61410a89143811ecda534498e5fa2f4338736c398691d06c8d
Will annual inflation increase by 3.2% in September?,Yes,No,0.03,5,1.09,1.1,1.23,0.97,24.93,0.04,50,0.0,0.0,0.0,0.0,4.15,11.53,11.56,0.15,0.18,0.16,3.5,0.01,True,will-annual-inflation-increase-by-3pt2-in-september,106679020068784876456701474961137160438515458618288919239919845003062117191585,26652830494365541699256559466165444737140869415290448152350434891965828345870,0x93ea66174d1c64530f1377068df67d6c2f733b3945fb09a3462227a1fa941c37
Will US GDP growth in Q3 2025 be between 2.0% and 2.5%?,Yes,No,0.01999999999999999,5,1.09,1.1,1.06,1.13,32.89,0.03,100,0.0,0.0,0.0,13.53,11.72,11.04,12.16,0.1,0.12,0.11,3.5,0.01,True,will-us-gdp-growth-in-q2-2025-be-between-2pt0-and-2pt5-481,34099932636936296780581170908145896988355877946166705423254233255467566016023,71199949736871593800760202850444155727525661986244515149199145486998266003203,0x11a704215355775b2f71e6e957375a73c4a4892463f95865b1af853600abe737
U.S. anti-cartel operation on foreign soil by October 31?,Yes,No,0.020000000000000018,5,1.09,1.1,1.22,0.98,66.67,0.02,200,0.0,8.12,5.76,8.6,23.05,11.58,32.04,0.38,0.4,0.39,3.5,0.01,False,us-anti-cartel-operation-on-foreign-soil-by-october-31,90720346653143512650322362084771482570745609072769981990243304123786386244327,89753028885746026141961444781412137684756539528760399000784595163821078382114,0x10a835e61937a13f8497005f4cebd4e970a1064ea2cfad3e06e08903af7d8f99
"Will Trump say ""Jesus"" in October?",Yes,No,0.03999999999999998,5,1.08,1.08,1.07,1.1,48.620000000000005,0.02,20,8.28,10.53,8.18,6.26,5.02,21.8,21.8,0.25,0.29,0.27,5.5,0.01,False,will-trump-say-jesus-in-october-523,95252458353369439158333990540733870697304994953282386137325855390569571890438,111779487148083665512875075971432791132226981924320096199796993889745537641791,0x4c6149fa747c0bd1bc88ee35403001a52cddef02bd8fc2b90f89fc860307e3a7
Will Catalin Drula be the next Mayor of Bucharest?,Yes,No,0.02999999999999997,5,1.08,1.09,1.24,0.94,18.65,0.06,200,8.81,5.08,3.59,2.54,6.93,6.16,5.22,0.38,0.41,0.4,3.5,0.01,True,will-catalin-drula-be-the-next-mayor-of-bucharest-743,64642655948358223575571547425018249231349946777377000631442573122880572365370,68300947085321673218644655338874564095460490165070562600317355618038877356246,0xef5880e94212f24f17d45b756c9aa42bc7d39c3feda659fc22417adae5e22d00
Nothing Ever Happens: Taylor Swift Edition,Yes,No,0.010000000000000009,20,1.08,1.08,0.99,1.17,8.15,0.13,100,0.0,0.0,0.0,0.0,0.8,3.06,4.29,0.88,0.89,0.88,3.5,0.01,False,nothing-ever-happens-taylor-swift-edition,10604673930045595096656578465398178225797778578464695493215316910489435389441,113497775872641973077749304955090816033973307423779319550893202026919068612225,0xc60ea27c2acb3ce6ed052f628e8c12d315d8bb3a2e1e1d5f248e255e1b7ecccb
Will Russia capture Stepanivka by October 31?,Yes,No,0.01999999999999999,5,1.07,1.08,1.03,1.12,40.32,0.03,100,0.0,0.0,0.0,0.0,0.0,17.17,23.15,0.07,0.09,0.08,3.5,0.01,False,will-russia-capture-stepanivka-by-october-31,64977632445040446516064653953983646032834484143730248245067213720571845912363,63066422818006590958781746265068638423459708449157455005992570592916805183922,0x24392325f435e81d2d5f79a9e5ddd94dbbd59d7f2b43ba4c2fea1786065d055b
Will monthly inflation increase by 0.4% in September?,Yes,No,0.020000000000000018,5,1.07,1.08,0.93,1.24,12.989999999999998,0.08,50,19.81,12.02,8.62,6.13,4.8,4.58,13.17,0.43,0.45,0.44,3.5,0.01,True,will-monthly-inflation-increase-by-0pt4-in-september,96906636001390377620769170581304896470237936060006554313940713807344339868942,90222450216195922042773333858179632746973646014913313731065779633102127953162,0x4e3d2a7b876818e57529f8bbb47df745104905eee1853ba38594c86d4ec3d6f8
The Life of a Showgirl Parlay,Yes,No,0.001,10,1.07,1.26,1.93,0.59,,nan,100,0.0,0.0,0.0,,,,,0.005,0.006,0.01,3.5,0.001,False,the-life-of-a-showgirl-parlay,110654839787386708634336666851197380501890069019065570113582097964354384382265,96434154295432210733334129873755239732107566987847785902149149249960348021474,0xe62b1f1f3c86642373ad4915019f775cdd8eb1f7414eff8e6c645b7b114ea1e0
Will Trump invoke War Powers again by October 31?,Yes,No,0.009999999999999995,5,1.07,1.07,0.98,1.16,74.03,0.01,100,0.0,0.0,18.97,15.87,14.69,29.67,29.67,0.08,0.09,0.08,3.5,0.01,False,will-trump-invoke-war-powers-again-by-october-31,39620403006440508903911977579037537313429898800789517298566897981434510087176,14864813577216499081954769784205610328754465320405882325974614909915574099166,0x231bff88879439b4e3d988615fa6fc68ed83fe59087a4d329e4fda47516d6a01
Will the U.S. tariff rate on China be less than 25% on November 12?,Yes,No,0.04999999999999999,3,1.07,1.08,1.04,1.11,61.81,0.02,100,17.84,36.41,37.4,26.46,34.39,13.6,22.34,0.17,0.22,0.2,3.5,0.01,True,will-the-us-tariff-rate-on-china-be-less-than-25-on-november-12,42486953726843757376255766912132360682561304054320593269686197152878299058060,53613808800952538790611955329117523403183387417082335934392914849442210356502,0xf8b914c55a23b2d69270208a6ec43d3f02dd4e31b3ff462079b09dc120819dc5
South Park: Trump x Satan baby is female?,Yes,No,0.009999999999999981,5,1.06,1.08,0.85,1.31,20.23,0.05,50,0.0,0.0,0.0,0.0,0.0,0.0,20.23,0.17,0.18,0.18,3.5,0.01,True,south-park-trump-x-satan-baby-is-female,34429810860314109085510250298175922094384147730377096353130956146134896520438,3884204229231682487104926263024228236664454078212437542833193583613388340851,0xc9fb556ddfbc2d62ce6de38aa9a975af506039a2d358df063febed62ee9f4316
Opensea FDV above $3B one day after launch?,Yes,No,0.030000000000000027,5,1.06,1.07,1.21,0.93,29.62,0.04,50,0.0,0.0,0.0,0.0,0.0,14.81,14.81,0.42,0.45,0.44,3.5,0.01,False,opensea-fdv-above-3b-one-day-after-launch,10354824396290237452261900772542438328647475212250295212595180489652143431127,83261092708741880503037907376981005952477099100574431635229306895516342056435,0xa75027ddbd883169b0fef4779c912106fe9460536240a1d613d175f04b75ca25
Will Sergio Fajardo win the 2026 Colombian presidential election?,Yes,No,0.03,5,1.05,1.06,1.07,1.04,24.59,0.04,200,0.0,0.0,0.0,0.0,0.0,11.93,12.45,0.1,0.13,0.12,3.5,0.01,True,will-sergio-fajardo-win-the-2026-colombian-presidential-election,8068224814554540438878048752492562091284744204380091879028789889702206094159,16548553332971476957450072608969189877959572767258214935623579207865190962760,0x358a4c706ce29a1847d26244857c6272e5359a17aad079f5672c8fb40d50d66c
Will Trump pardon Elizabeth Holmes in 2025?,Yes,No,0.008999999999999994,30,1.04,1.05,0.91,1.19,117.66999999999999,0.01,50,0.0,0.0,0.0,0.0,20.48,56.93,27.51,0.081,0.09,0.09,3.5,0.001,False,will-trump-pardon-elizabeth-holmes-in-2025,103822852094453186434496928384005852555801613159403847358781418039318936173012,107398040490576409233039341736821897858019510616589984223652132280078319704113,0xd9ace1cb7c36d299fad55876eb3ea31679ea9560f109817dfb29ec0591a4de9a
"Will Elon Musk post 340-359 tweets from September 30 to October 7, 2025?",Yes,No,0.027000000000000003,20,1.04,1.06,0.88,1.23,202.51999999999998,0.01,50,63.41,53.01,43.83,55.48,48.83,75.95,77.74,0.041,0.068,0.06,3.5,0.001,True,elon-musk-of-tweets-september-30-october-7-340-359,31063294646967253495915722229328254096640874911967078146025325770305084063407,103946958922032292614293800712007291056437162951562627810853013873726257516033,0xdf20027189a6be71f6ad3556e1666eef0c624962b23f37a7254e388a185e77ea
Will Vicky Dávila win the 2026 Colombian presidential election?,Yes,No,0.01999999999999999,5,1.04,1.04,1.11,0.97,11.64,0.09,200,0.0,0.0,0.0,0.0,0.0,4.92,7.78,0.13,0.15,0.14,3.5,0.01,True,will-vicky-dvila-win-the-2026-colombian-presidential-election,111233749945390693132335511891715724694881884819987764738034083584495542889312,96773893512589764869155803687774017846749249748001852862755144389935842815761,0x849a3e762977a9ad6b8e5f449ac7c8abb2756409a1b55759e00262e072bd81a7
Will James Solomon win the 2025 Jersey City mayoral election?,Yes,No,0.04999999999999999,3,1.04,1.04,1.03,1.05,134.18,0.01,50,0.0,31.22,41.71,49.29,52.89,39.48,31.98,0.2,0.25,0.22,3.5,0.01,True,will-james-solomon-win-the-2025-jersey-city-mayoral-election,55702740028994201711083619298372467213536058420163284523858476007374608566651,56423478223241560113515147639475305036274778163073096491509015156328458503957,0x4622bcb73c3ec49aa072a312bd25d48f1c1989dadcd6982d7550814bcd97f431
Will Alan Dershowitz be named in the Epstein survivors' list?,Yes,No,0.04999999999999999,3,1.04,1.04,1.02,1.07,46.89,0.02,20,23.99,27.35,19.56,22.99,22.57,9.72,14.11,0.07,0.12,0.1,4.5,0.01,False,will-alan-dershowitz-be-named-in-the-epstein-survivors-list,74664494688077235254984775001732073765359749502348925487849918073723982424930,21566893493043590731807435090259502153018523831606244306567966250164101225346,0x8773f88b5cdb5b204fcd631f245f753cdb5d43fa4e9d7a7ef0182a2be1f38a07
Will the California redistricting referendum pass by 0-10%?,Yes,No,0.04999999999999999,3,1.03,1.03,1.02,1.04,33.809999999999995,0.03,50,0.0,45.71,32.97,23.55,16.74,6.35,10.72,0.1,0.15,0.12,4.5,0.01,True,will-the-california-redistricting-referendum-pass-by-0-10,54776103707382046176804781048966949397299112610252365843337645695345058046519,74656296267513182078798322120298705112705297419096855213874288880569582167112,0x25794c3279bd302500363560787d1f761532a76bd2b93008363e17b3d2629c33
Will Google have the top AI model on December 31?,Yes,No,0.010000000000000009,10,1.03,1.04,0.95,1.12,12.36,0.08,100,0.0,0.0,0.0,0.0,3.79,4.17,3.85,0.71,0.72,0.72,3.5,0.01,True,which-company-has-best-ai-model-end-of-2025,95439201103958291841222373625424698303339849105476314992984252617398188905150,56700920570772611352447671072645661081247297678677316893421987058530396786756,0x7d98815be880769be11a63b4df815b9bdcbf6ae007a8caaba9a2909816a8d1c6
Will Russia capture Rodynske by October 31?,Yes,No,0.020000000000000018,5,1.02,1.03,0.87,1.19,40.959999999999994,0.02,200,0.0,0.0,7.93,12.32,10.29,13.02,17.65,0.12,0.14,0.13,3.5,0.01,False,will-russia-capture-rodynske-by-october-31,46029247662337376264908295176818221030256926422069903065968278224391920020574,83795745515990000675186155863216345425609678395687021927485255637692018201251,0x89f4e3a08d3c39a9af5d6177c18d90b537228599375ff81ac5171da7921cb204
