question,answer1,answer2,neg_risk,spread,best_bid,best_ask,rewards_daily_rate,bid_reward_per_100,ask_reward_per_100,gm_reward_per_100,sm_reward_per_100,min_size,max_spread,tick_size,market_slug,token1,token2,condition_id
Jimmy Kimmel cancelled by December 31?,Yes,No,False,0.020000000000000004,0.05,0.07,3,0.49,0.7,0.59,0.6,100,3.5,0.01,jimmy-kimmel-cancelled-by-december-31,19241767147098641363613105290606145051980263231845787678283050494518328502963,6062768357627977244112717113171493546528004728647632991661818619225371374637,0x894606ec3ad424f19b2e3728f037a0b5233c1b0955671418a99389fd9f085055
Will Matthew McConaughey be nominated for Best Actor at the 98th Academy Awards?,Yes,No,False,0.03,0.06,0.09,3,0.7,0.76,0.73,0.73,100,4.5,0.01,will-matthew-mcconaughey-be-nominated-for-best-actor-at-the-98th-academy-awards,24408378308520254242936824600273709123922555351362108449757471955239277675335,31856435707399609461539845373963718730160800767134755176998104261233377488998,0x09e038764faf26bb0fd0b806c4cf6dffb757f691689929eb0d1dea9b2a4e27c2
Will Fernando Haddad qualify for Brazil's presidential runoff?,Yes,No,False,0.68,0.08,0.76,3,1.5,1.5,1.5,1.5,20,4.5,0.01,will-fernando-haddad-qualify-for-brazils-presidential-runoff,94836043839323722879469870987760750290024098891115577626325361529691242606761,25389055899102172935354466055454965931540722370421306725201557275070263171,0x42c969b601530ece32eef646b8cbd91ac66e68bdad1fd2ba426f69a2ee2c7548
Progressive Cities Parlay,Yes,No,False,0.03,0.23,0.26,3,0.75,0.69,0.72,0.72,50,4.5,0.01,progressive-cities-parlay,17258545761484278770145621192895985680734633807827343817199912993707964131601,80229493085974983142135270805000909100712133337000386372435464170209896844599,0x8a234cd2bbda932a5545d88b32da6e1427684cea8c75b735e0ff50500a0f4a5c
Will PVV win 30–32 seats in the 2025 Netherlands parliamentary election?,Yes,No,True,0.07,0.15,0.22,3,1.31,1.33,1.32,1.32,50,4.5,0.01,will-pvv-win-3032-seats-in-the-2025-netherlands-parliamentary-election,8216071329302477479596693711767657824565142657762973593812245507711424203999,18606823865575901925152222509825130822618823827422329220641814620663235579649,0x84cc8763a6b3d8cf93d8fcd615539cc49edb6732d8569331434a5b6cc8096599
Will Jair Bolsonaro qualify for Brazil's presidential runoff?,Yes,No,False,0.049,0.081,0.13,3,0.24,0.26,0.25,0.25,20,4.5,0.001,will-jair-bolsonaro-qualify-for-brazils-presidential-runoff,101134393049836906975947597080054507181574464067370130043922902048539166993235,36735483826570976187620023335662873012869089000041058674757539485254698650842,0x385cddb4dd6eeb4e09394901122f5ca461c5d07fe83fe3f4349ea5a877c3e6cc
Will PVV win 33 or more seats in the 2025 Netherlands parliamentary election?,Yes,No,True,0.040000000000000036,0.42,0.46,3,0.88,0.89,0.88,0.88,50,4.5,0.01,will-pvv-win-33-or-more-seats-in-the-2025-netherlands-parliamentary-election,3983075100288845320395615089677465956244872675864021948016247414814312559152,38173579362706487397171606776675757021511542647188962824496559548322829202341,0x2d09ae9b528352527f0b082fd41200659f405982d4bbd99e77f9bab666619155
Will Apple release HomePod mini successor by December 31?,Yes,No,False,0.13,0.33,0.46,3,1.5,1.5,1.5,1.5,20,3.5,0.01,will-apple-release-homepod-mini-successor-by-december-31,115406476589973567495665577663113677829660303858658014552098020523886151794686,82668686576716636645591335238077833843140077125985394919776029209602687669340,0xea1d7dabe31625ba3af02d917a498e7be20416a3834ba7f7d319dd2d8ddc2724
Will CDA win 28 or more seats in the 2025 Netherlands parliamentary election?,Yes,No,True,0.03,0.15,0.18,3,0.72,0.82,0.77,0.77,20,4.5,0.01,will-cda-win-28-or-more-seats-in-the-2025-netherlands-parliamentary-election,20879770869040035071879697465268450289158331809480249481158708155300007816604,17148622357578278848833910848944406884577000967140916585746659064161763102271,0xd2bb0e0241a9cd7f7277eaa2a0e36e2ed4f842e67671b889fc724d829cd801f7
Will Stokes Twins' next video get between 6–9 million views on day 1?,Yes,No,True,0.22000000000000003,0.3,0.52,3,1.5,1.5,1.5,1.5,20,4.5,0.01,will-stokes-twins-next-video-get-between-69-million-views-on-day-1,51466441196951389392157736146221960129637399988866041320661648766718819221824,88569635523924049730922278674697644439984732734800724331603823981758617262694,0x989103ace2199e7d736ef7c31850064d3a21902f645189e5d9ca64974ae35538
Will Sabrina Carpenter perform during the Super Bowl LX halftime show?,Yes,No,False,0.010000000000000002,0.04,0.05,3,0.65,0.8,0.72,0.73,50,4.5,0.01,will-sabrina-carpenter-perform-during-the-super-bowl-lx-halftime-show-522,50374775718961892956430815949127122335339280742045641630530860389883601094616,16966605034324025582018160629993858387714285405470393374032319476923759200597,0x1e43bbcbd80c64de54d8c8b07f25df138ecb8e5310d0ef683f4dd6acdbe3c15c
Will Stokes Twins' next video get between 15-18 million views on week 1?,Yes,No,False,0.32,0.18,0.5,3,1.5,1.5,1.5,1.5,20,4.5,0.01,will-stokes-twins-next-video-get-between-15-18-million-views-on-week-1,62283252387838982528476671565053936933286474783036213570771253469614071757276,11630362581940997167272619568003046203268129817476455415440828573474370444893,0xf4429efb210a1d5159b7b85184234fdb6051c04458d4a726b12d54f71acc5f34
Will OpenAI’s market cap be between $500B and $750B at market close on IPO day?,Yes,No,True,0.010000000000000009,0.06,0.07,3,0.45,0.77,0.59,0.61,50,4.5,0.01,will-openais-market-cap-be-between-500b-and-750b-at-market-close-on-ipo-day,36088399593046466421453063228085042771351246231742717370399696243183381174466,11947171408899503371980811142475369274013053223377767646204433492871687017998,0x3f9f68feccc892303834833665bf204632438b028254fc2d5bceea757ff61ed3
Will a dozen eggs be between $3.00-3.25 in September?,Yes,No,True,0.020000000000000018,0.15,0.17,3,0.66,0.31,0.45,0.48,20,4.5,0.01,will-a-dozen-eggs-be-between-3pt00-3pt25-in-september,6939921613695899080939656472621797013241746047785167381605450612528125745133,46603334607120200874167534930033618324619893097293498106938332806075342647324,0xef00c9e8b1eb7eb322ccc13b67cfa35d4291017a0aa46d09f3e2f3e3b255e3d0
Magnitude 6.5+ earthquake in LA before 2026?,Yes,No,False,0.005999999999999998,0.032,0.038,3,0.07,0.14,0.1,0.11,100,3.5,0.001,magnitude-6pt5-earthquake-in-la-before-2026,23476574468220981408900835772043345716155424568881045852353020145434185891257,12558863257393782572920869148709238653380825756590755067456029968642751199375,0x0e1bac16c7cc014a5d803d1ab2325a50a409fd824f0bc247f0f5ba9afe64afc6
Will Emily Blunt be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.04999999999999999,0.27,0.32,3,0.76,1.0,0.87,0.88,50,4.5,0.01,will-emily-blunt-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,105164497176499553587326345655258623675003333242452286121490776591201540461135,12178696923550160943928298662208769836488036605307758125313058228355770850593,0x6b97c3859d94f168384d7de5380abf06764ac41d3c53f5acbc75cd6d97cb774f
Will Stokes Twins' next video get between 24-27 million views on week 1?,Yes,No,False,0.07,0.13,0.2,3,1.33,1.35,1.34,1.34,20,4.5,0.01,will-stokes-twins-next-video-get-between-24-27-million-views-on-week-1,57097256381153673306683213121656513810019701620211418180539200436976267882221,52335636380049697389598600343944067517549890044482229476843956739504189518795,0x29a32b914a49a281e3ff0e979c5e40b6b46dcf8a91ed8bce9e805542cace4b01
Will Stokes Twins' next video get between 21-24 million views on week 1?,Yes,No,False,0.01999999999999999,0.2,0.22,3,0.77,0.81,0.79,0.79,20,4.5,0.01,will-stokes-twins-next-video-get-between-21-24-million-views-on-week-1,72381926034639174460919363901944853896090358084294070318951737140571511698542,34810506851505489734923708264989122353407995780181223670074923771417951449584,0x5233809c08826457715b50747133995053a904e791d43c4750758efc5980b309
Will Trump endorse Susan Collins for ME-Sen by Nov 2 2026 ET?,Yes,No,False,0.91,0.02,0.93,3,1.5,1.5,1.5,1.5,20,4.5,0.01,will-trump-endorse-susan-collins-for-me-sen-by-nov-2-2026-et,53825553579064311342930323717934845048601008937905537626135620452708007966684,8778503480252580193737907855351437693251176292801938960755163014850675745318,0x07ab4a3d146dad453f0c195ab0760a50c8a3a841f6a45b2f8a457379d1c66a7b
Will Laura Dern be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.07999999999999999,0.13,0.21,3,1.5,1.5,1.5,1.5,50,4.5,0.01,will-laura-dern-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,79956293949100175238847321560835953121181214722722551328145280792722604487514,99194926531362600335762024995690114656971116842610856570336576988517424133637,0xbb0087878014e2f6ddb2a7428b54c8d5f845fd4d6520cf5fa6477c13d5c30126
Will Databricks’ market cap be between $150B and $175B at market close on IPO day?,Yes,No,True,0.03,0.07,0.1,3,0.69,0.78,0.73,0.74,50,4.5,0.01,will-databricks-market-cap-be-between-150b-and-175b-at-market-close-on-ipo-day,86489390395289359558613323877663292913780330098362124791393340809410168632241,78017339386553777998494211841152287267601271450675946315067245004698616252637,0x2b96617ac801c90f18538e4e7d3e10b4a1060c848db1583709ab394c18927725
Will PVV win 27–29 seats in the 2025 Netherlands parliamentary election?,Yes,No,True,0.09999999999999998,0.19,0.29,3,1.5,1.5,1.5,1.5,50,4.5,0.01,will-pvv-win-2729-seats-in-the-2025-netherlands-parliamentary-election,103238107673759385839823087665047588051022362618230079006652836630584361457161,73373385379298660644661076541959832063214045597613074123989581507831212730387,0xfa88f331c9db14586cb2201439c6aed2ee2bfeed506c2b2b4a43db79f059caff
"Will OpenAI not IPO by December 31, 2026?",Yes,No,True,0.030000000000000027,0.61,0.64,3,0.4,0.45,0.42,0.43,50,4.5,0.01,will-openai-not-ipo-by-december-31-2026,56615676606297588259337956203332341775475048285080710344367729433788967812170,8070607953656787024050950499598687532281829563384949938603247089607814583142,0x3849e1d62e0807801913d3e2427e8caf3cc6dd1c8ef42d8d5c08c6f9c449dc5e
Will between 12 and 15 named storms occur in the 2025 Atlantic hurricane season?,Yes,No,True,0.48,0.27,0.75,3,1.5,1.5,1.5,1.5,50,3.5,0.01,will-between-12-and-15-named-storms-occur-in-the-2025-atlantic-hurricane-season,16317379537814991855129487350420868230899067814629633592044411895109534532888,18366578975042420384462476878656800180781847128572506066657502596220267035550,0xb1f49adea3e64963561b9f8162194712e7db9345543659a2ede9e5d8c53c8bac
"Will Databricks not IPO by June 30, 2026?",Yes,No,True,0.040000000000000036,0.48,0.52,3,0.61,0.69,0.65,0.65,50,4.5,0.01,will-databricks-not-ipo-by-june-30-2026,88917568612774539217144914924255697346050145484024820245675466470965610063405,7952083005317791503025893439294526265208794880077080681972614336214155210938,0x4a3fec7d1056cb56f28fb7b67d02caefd0e7644f5fc01ee2d1378ce407aa79e4
Trump pause or remove 100k H-1B policy by October 31?,Yes,No,False,0.010000000000000009,0.12,0.13,3,0.62,0.61,0.61,0.62,200,3.5,0.01,will-trump-pauseremove-100k-h1b-porgram,32176779293716421593103584913616036946614498178874720387837568371536148201475,36497165526246407651350935030348690308050930970374738889141560774411970601093,0x6bad2fb7d35c6f721d4e4eec348e7f6be0f1fd08c60f39569ccc9bac062d533c
Axiom daily fees above $5M in 2025?,Yes,No,False,0.03,0.06,0.09,3,0.77,0.89,0.83,0.83,20,3.5,0.01,axiom-daily-fees-above-5m-in-2025,90384929832020259045421126427573639314341234742079145072046112447492441202931,18655785998551807497753456070160517096492365301700851880877417306055668759403,0x3ff1646e6524698918a2a6ae1c10ca17ed44e9ea8bddf51a0c799a73b9b77c10
Will Mari Yamamoto be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.03,0.1,0.13,3,0.78,0.85,0.81,0.82,50,4.5,0.01,will-mari-yamamoto-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,42153658644824213308961658595735272627285270022530503727274930677451679044469,26390853344353625652991205066175683098615766731386187410074329316510695495017,0x0c380904ef0a145e8a9c5acd889fc4b5cdfc12af3ed5496299a7600cb2e7cfdc
Will BLS stop reporting payroll data this year?,Yes,No,False,0.020000000000000004,0.08,0.1,3,0.47,0.63,0.54,0.55,100,3.5,0.01,will-bls-stop-reporting-payroll-data-end-this-year,31419987789257200213713491014605420554119376451948773219191257411212659635570,100261797176652577267304197661003126104536700966522398578923200236868441396145,0x31d3c34d6f4d53846af8e1e98880c0b8d4f6885527eb76aa673c8a3d60f765ab
"U.S. agrees to a new trade deal with ""Japan""?",Yes,No,False,0.009999999999999995,0.08,0.09,3,0.62,0.45,0.53,0.54,50,4.5,0.01,us-agrees-to-a-new-trade-deal-with-japan,19449599212587469203947107397998655456684686969214942662750267144199672612934,78667614893530280273117561348196139723850098009897750750244675095443690237036,0x3eff746919b5a4f793ba1da1f87107b5d6478de91c3cd76ab2f839325050b4b6
Will PVV win 26 or fewer seats in the 2025 Netherlands parliamentary election?,Yes,No,True,0.06999999999999999,0.11,0.18,3,1.32,1.34,1.33,1.33,50,4.5,0.01,will-pvv-win-26-or-fewer-seats-in-the-2025-netherlands-parliamentary-election,2209781356101116566366301515992830779618290506761248114343915766558034093443,71763437588414248226542848076330468314598420194544408698883411600308847690428,0xd048e23de007e5ad73d6b5f47522e771b48d93ad9d2b755d107a474e57892e9f
Will CR win the most seats in the 2026 Colombian Senate election?,Yes,No,True,0.010000000000000009,0.06,0.07,3,0.57,0.8,0.68,0.68,200,3.5,0.01,will-cr-win-the-most-seats-in-the-2026-colombian-senate-election,86772438800228896362477708416110401390471014036847586004529950807407089409059,88686961146201674223314402065357284527312610226574150136159921356922824614542,0x7e686c4e975ec785c37f24b9f6e189d874148fa19baa3f807960ccae80cc5d85
"U.S. agrees to a new trade deal with ""Brazil""?",Yes,No,False,0.03,0.05,0.08,3,0.66,0.82,0.74,0.74,50,4.5,0.01,us-agrees-to-a-new-trade-deal-with-brazil,81483588702269676798287280593627381104639506118343513710916214077272925572842,91591092395203561190649592067866947045333995756689465625464024302965296208190,0xf852ac4eeabed4f456a2805e5198bc944951f9a15ff6c9733f0cf5454fa33999
Will Stokes Twins' next video get less than 15 million views on week 1?,Yes,No,False,0.07,0.13,0.2,3,1.33,1.33,1.33,1.33,20,4.5,0.01,will-stokes-twins-next-video-get-less-than-15-million-views-on-week-1,71162873270743067382517114467301228785942360666574324267103415726414428393898,1287380473239487347874566358257947488337619946420795024968670850774600185036,0x104b690b6afd3ea13202a039ca83be72754a22f43ad6d7c05823cd59fed6d8dd
Will 'Lilo & Stitch' have the second best domestic opening weekend in 2025?,Yes,No,True,0.04000000000000001,0.15,0.19,3,0.72,0.73,0.72,0.72,100,3.5,0.01,will-lilo-stitch-have-the-second-best-domestic-opening-weekend-in-2025,15858802492249063779664086322520035435696016624104614850658601366351435455550,57249349298958084353454653756998694021230192797670186668593100628445758957241,0xbee896eddae9c544c4d9ca8728e5a7a323a022bf803a8561a13224ff2c1e2b27
Will Samantha Morton be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.03,0.05,0.08,3,0.75,0.84,0.79,0.8,50,4.5,0.01,will-samantha-morton-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,12277196382681262660295379589669389111434370370267879217953676370009760158519,88741869555425777332453315234790680409644647627234964978343070828760631225948,0x8f46f3044221c3f3f071f7ee9aa82ba65c4ef61318c85ec8bec4e2a75de93d12
"U.S. agrees to a new trade deal with ""Mexico""?",Yes,No,False,0.01999999999999999,0.07,0.09,3,0.59,0.69,0.64,0.64,50,4.5,0.01,us-agrees-to-a-new-trade-deal-with-mexico,80166197950831040585947374753282172714978647462800392721547199748671301216897,109746272811429183212009287232646217830147757276074321294944500973169120666396,0xf7cbc94517b4b8a334aa4962dc8927157c00468b157043ba3d85effe60679a9e
Will Greta Lee be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.03,0.05,0.08,3,0.73,0.85,0.79,0.79,50,4.5,0.01,will-greta-lee-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,17291940645744705683091106887200761278424803321783462405402183878769300578474,35344957943696616865056990124446749846632550498174275711447115671792301483206,0x99b8e943c054d5bcf418664e90c0fb3142b7470e89f68a8e5c1054f4240cc15f
Will Takehiro Hira be nominated for Best Supporting Actor at the 98th Academy Awards?,Yes,No,False,0.03,0.08,0.11,3,0.69,0.73,0.71,0.71,100,4.5,0.01,will-takehiro-hira-be-nominated-for-best-supporting-actor-at-the-98th-academy-awards,31605328625818459680634681273046325609360311617465678743547099008191779628259,28112059398957989950237714955672946978931609348889082008382021720528118740847,0xef7924196f13374e10ac52ce8cd50bb0693379f4bdb84a266ff267c2e879c33d
Will the California redistricting referendum pass by 10-20%?,Yes,No,True,0.03999999999999998,0.31,0.35,3,0.52,0.85,0.66,0.68,50,4.5,0.01,will-the-california-redistricting-referendum-pass-by-10-20,17360108907737453121407732902895839460684550496016679134862407885774365008306,57482947240982583383636719676708181906415635168478091376113364052753633762010,0x3624ba110bd1b12751edc411f2228f382291e14d715b5f7921d58e7ff2f1ecbd
Will Colin Farrell be nominated for Best Actor at the 98th Academy Awards?,Yes,No,False,0.03,0.05,0.08,3,0.7,0.78,0.74,0.74,100,4.5,0.01,will-colin-farrell-be-nominated-for-best-actor-at-the-98th-academy-awards,87877125394407045104873113208941223530633040445927053718047747278086705031850,70840868325079556231488737574062990854733833411780028059325037794998021802659,0xaa05147533a0869dfc7ee0854fd54f3a01204643e9f43d3d62ba2b53c8783b16
Polish snap election called in 2025?,Yes,No,False,0.0049999999999999975,0.054,0.059,3,0.09,0.13,0.11,0.11,100,3.5,0.001,polish-snap-election-called-in-2025,34276478710509806249480416638607149429054305080882898775442899102145558186982,14324248773542311145969094325036227622328081581471329598514278446119255530856,0xfd30e049a087919608d014e304c932d9b5a248e3cfc60ecd016155790a850245
SBF released from custody in 2025?,Yes,No,False,0.006000000000000005,0.044,0.05,3,0.09,0.12,0.1,0.1,100,3.5,0.001,sbf-released-from-custody-in-2025,76824006099187380134964077882233964652795284413628114272811346366574004998307,26534535834941338160999755952880867849303488327083155625221419465960878283043,0x9be842a0cc41147f0f4c31428e4c9330015fac96088d17fd5ceba6d0b40c63c1
Will Trump endorse Winsome Earle-Sears for VA-Gov by Nov 2 2025 ET?,Yes,No,False,0.72,0.16,0.88,3,1.5,1.5,1.5,1.5,20,4.5,0.01,will-trump-endorse-winsome-earle-sears-for-va-gov-by-nov-2-2025-et,82334011051824786663982465009817433158473561177751396735853438566383211035329,61275943862512093615603443098176281153894557677747893789121322007189300311455,0x56cae79028993e8baa2a96e3d0f3663f6f14b43096da297f10b6af2486695fcf
Will global temperature increase by between 1.15ºC and 1.19ºC in September 2025?,Yes,No,True,0.07999999999999999,0.23,0.31,3,1.5,1.5,1.5,1.5,100,3.5,0.01,will-global-temperature-increase-by-between-1pt15c-and-1pt19c-in-september-2025,97231609751266619138639250517675636395180540307333758684759374123496040767229,63911880721756581381447879987183845083706671665069247022704659856444867062113,0x14ac0879bd060c85f9c9f51413004b6da0816bb90b070c5c68401374d53089b9
Will GroenLinks–PvdA win 29 or more seats in the 2025 Netherlands parliamentary election?,Yes,No,True,0.03,0.21,0.24,3,0.76,0.72,0.74,0.74,20,4.5,0.01,will-groenlinkspvda-win-29-or-more-seats-in-the-2025-netherlands-parliamentary-election,114175324023838197362626277403975293974265159135814858953580411031698820868689,71164088189414556027312697243033008244536586551119501652223668047558196480163,0x3f24b4802bac08dcd85567198b079804e2fe914d7391e78fa55bb96d06abc3b8
Will Stokes Twins' next video get between 27-30 million views on week 1?,Yes,No,False,0.06,0.12,0.18,3,1.17,1.21,1.19,1.19,20,4.5,0.01,will-stokes-twins-next-video-get-between-27-30-million-views-on-week-1,23559474847127401352558734612399526010308452424488525712069110376734969082530,67425157959252909993267044980286819647804098024950473146815186993766734091244,0x389b519acb44f8b8d8922a3dad1a080a91e3b327d00be68c1952c6c7a42eaa09
Will Hailee Steinfeld be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.039999999999999994,0.07,0.11,3,0.83,0.87,0.85,0.85,50,4.5,0.01,will-hailee-steinfeld-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,96767366497479944011500743652927353300336566539305503481307044658939038556963,71097086424330780922107758379005857313923766096096515646567883831468170996435,0xa4317dd82c66d83e9f93d2e02b9512210433da2cb77c352e4c6e3d0cd45e1a51
Will Chase Infiniti be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.07999999999999996,0.4,0.48,3,1.5,1.5,1.5,1.5,50,4.5,0.01,will-chase-infiniti-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,61501418198218591815311956428341135545693570155687850419489493522032157026207,81607544791802319183646767912471759429281196266423912675060271780484071474515,0xdb042644dcc644db364674d39fde65db3b8db3681c94614619836bab52395e95
Will Gwyneth Paltrow be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.07999999999999996,0.55,0.63,3,1.5,1.5,1.5,1.5,50,4.5,0.01,will-gwyneth-paltrow-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,25389825768050788418005043546596743510617314284551119971004055432307771959696,18286225682478679540460515688695438467965582764277500039370586220024691447457,0x1c37fbdf6b73ef0f9ee14a13f9655ab20fe1bb41032b16e5e781b36eb2f07e48
Will Inga Ibsdotter Lilleaas be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.08000000000000007,0.47,0.55,3,1.5,1.5,1.5,1.5,50,4.5,0.01,will-inga-ibsdotter-lilleaas-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,99557827045524807467234791605481269002910346793758641908665692805984114950949,36873990491685061697797429373815875133688566397124746516954174552245605222407,0x2f470d4f9b647ad6b2bfd12e75174a478aeeda94a2158037a8cc331a2b7fa81b
Will OpenAI’s market cap be less than $500B at market close on IPO day?,Yes,No,True,0.009999999999999995,0.1,0.11,3,0.62,0.41,0.5,0.52,50,4.5,0.01,will-openais-market-cap-be-less-than-500b-at-market-close-on-ipo-day,6122912536415539457721068960901205060237919057489564846781206253065694717085,48451126471681390564675828610810240762308720916091458567360242927144088567337,0x08b39100a4d3d6ad1099e076fb69f781313c5b16975adf189d63542bd1ecca04
Will Pathward Financial (CASH) beat its quarterly EPS estimate?,Yes,No,False,0.04999999999999999,0.07,0.12,3,1.06,0.97,1.01,1.02,100,3.5,0.01,will-cash-beat-earnings-estimate-2025-09-19-1pt29,45225674090836074875140217972366545098053279992483138970451721690641542643157,45752821492678391468248627947920453413068799451957822579025113703027721184636,0x98db4dbbbb9fb6ab06522d7481c9fec51436df198afe78768a2e3e4787cb6c2e
Will no one dissent October Fed decision?,Yes,No,True,0.009999999999999995,0.1,0.11,3,0.62,0.27,0.41,0.44,50,4.5,0.01,will-no-one-dissent-october-fed-decision,97182327072665386670779406813966580976188397178173215657090195959687426253345,78361324806348967973087289641142523881294421603053558780197993902176515953895,0x607bc2c95c0ecdc22c7c4fbcaaf78506ee627eb61d3112bb31ce908bd1315745
Democratic sweep?,Yes,No,False,0.020000000000000018,0.73,0.75,3,0.01,0.04,0.02,0.02,200,3.5,0.01,democratic-sweep,48523283926476489883359177051556105703208102484229148455706946513458032125085,87197517299315331385515521304010120564668185575305153733158311293260306393433,0xee1ee3d926fe8fd697485c6a057484a5814f3c02533f0490869fa4ca75abaded
Will Tarcisio de Frietas qualify for Brazil's presidential runoff?,Yes,No,False,0.03999999999999998,0.39,0.43,3,0.84,0.86,0.85,0.85,20,4.5,0.01,will-tarcisio-de-frietas-qualify-for-brazils-presidential-runoff,46016408901619903295207375832539898750164493226855442884509133805980187874445,104364047276779956150815000750759444324012427302824233404469499322904769447374,0xd7391798f941b8fe16773f96397ef3f91a2fc36939bdd50a78776dbf93ddd280
Will Angelina LookingGlass be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.03,0.05,0.08,3,0.73,0.84,0.78,0.78,50,4.5,0.01,will-angelina-lookingglass-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,46429280292041657319046042052121105144552430887825955871280761498306205894132,80957622699264500210261165230862085090151216283318182830824519618535410629633,0xf0a55297bf57020fd5a8dc3738cd81715879e0622527385c70277c5bd06305e1
Will Letitia James be charged with a crime by December 31?,Yes,No,False,0.21000000000000002,0.46,0.67,3,1.5,1.5,1.5,1.5,50,3.5,0.01,will-letitia-james-be-charged-with-a-crime-by-december-31,111965154881235310084269488396902721119533766388027927370548974926984203293015,88666909767999910085126187888483896433909930213030177350289816464324768800122,0x5eb39b72f54da7faf65d5ebc82048af6623ca46abfa608f6f04b6e973473755c
Will Teyana Taylor be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.07999999999999996,0.64,0.72,3,1.5,1.5,1.5,1.5,50,4.5,0.01,will-teyana-taylor-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,62553349979566496482940945205913747603796814089470596730050816053019691753805,33948103237513101878499476500926878312085156163649092346856311148883597224320,0x3ce814c5a6fecf874c60e7bb1c67da68d571209f2eafb0d6e12bd3beb7ff2059
Will between 16 and 19 named storms occur in the 2025 Atlantic hurricane season?,Yes,No,True,0.019999999999999997,0.04,0.06,3,0.59,0.85,0.71,0.72,50,3.5,0.01,will-between-16-and-19-named-storms-occur-in-the-2025-atlantic-hurricane-season,18799600010887954008904645021662566080934550250947743173546356574585429130247,91571026294304892077988609157191025609432583682104006353632745800735080101264,0x6dad028d63ebc256a4d6ea300ab588b2b8bafdc8e148b82543782af73f76bb19
Houthi strike on Israel by October 15?,Yes,No,False,0.03,0.2,0.23,3,0.83,0.89,0.86,0.86,200,3.5,0.01,houthi-strike-on-israel-by-october-15-318,85216337905659118740912448747192744571688775893349376035483004144247016094991,3464453725162547624273427423657440884690449800523451008426600729575844820678,0x4552e5dfe36bfe8ee768772de8706a9706c9ad2bb75b2e433ba7a8449f928ca3
Rainbow FDV above $1B one day after launch?,Yes,No,False,0.76,0.19,0.95,3,1.5,1.5,1.5,1.5,50,3.5,0.01,rainbow-fdv-above-1b-one-day-after-launch-118,31345940306099001559696936236078991647426487914343615958225562398327696274213,18724071602966467949431172858330854445320056452242992595862462464527580953010,0xd6dc9f12635e3aeeb3b7b219ffe340eea106c0f361ae1bcf251c73f45be6ac9d
Will Wes Moore win the 2028 Democratic presidential nomination?,Yes,No,True,0.0029999999999999957,0.035,0.038,3,0.05,0.06,0.05,0.06,200,3.5,0.001,will-wes-moore-win-the-2028-democratic-presidential-nomination-714,90227223115596293448966158151606153337847900483048338623540402385929720677904,105134691322323565615831879054043168027913414000042547943201361115853277749482,0x61d9486c0f7e14ed98f3b177b6adcb3cd45646c92e8bbfbf209789b86472d4b6
Will Luke Combs release an album in 2025?,Yes,No,False,0.84,0.03,0.87,3,1.5,1.5,1.5,1.5,20,4.5,0.01,will-luke-combs-release-an-album-in-2025,42865701953395006850398083716037220076106210178097847859916239819254896518944,93993300788031461430672243853103706159527816557043913364088062094761802967592,0xdd75d46f769f749e1ecb30055e9f04798c3aadadfe0071d6fba8274daa85b83c
Will Glenn Close be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,False,0.03,0.09,0.12,3,0.74,0.79,0.76,0.76,50,4.5,0.01,will-glenn-close-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,114458126070001107621362921130848102915267201454644669828175470642748125988141,51776276355130538050441335499843342878234224851036117169877217615853435039882,0x4aad3e8ac3e7cfe50bd2c4ae6807a6431c5f4bfc7ffb585f3547b68439b13ce5
Nothing Ever Happens: Airdrops Edition,Yes,No,False,0.02999999999999997,0.27,0.3,3,0.71,0.68,0.69,0.7,100,3.5,0.01,nothing-ever-happens-airdrops-edition,87642177244752751868604064755016130219029601487120713928393951923680507527177,50389815060668204852214523470779442360102071679095294163070475740924777046401,0xced8415db324bbd074c06910431b6307b35038effa16dec54cf802425147a962
